"","N","Código","Municipio","Mesorregião","Ano","Data","Precipitação mensal (mm)","M","Mes"
"5944",5944,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-02-28,NA,"02","Fev"
"5945",5945,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-03-31,NA,"03","Mar"
"5946",5946,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-04-30,NA,"04","Abr"
"5947",5947,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-05-31,NA,"05","Mai"
"5948",5948,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-06-30,NA,"06","Jun"
"5949",5949,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-07-31,NA,"07","Jul"
"5950",5950,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-08-31,10.4,"08","Ago"
"5951",5951,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-09-30,65.6,"09","Set"
"5952",5952,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-10-31,NA,"10","Out"
"5953",5953,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-11-30,NA,"11","Nov"
"5954",5954,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-12-31,359.2,"12","Dez"
"5955",5955,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-01-31,554.8,"01","Jan"
"5956",5956,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-02-28,246.4,"02","Fev"
"5957",5957,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-03-31,154,"03","Mar"
"5958",5958,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-04-30,154.4,"04","Abr"
"5959",5959,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-05-31,7.8,"05","Mai"
"5960",5960,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-06-30,7.4,"06","Jun"
"5961",5961,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-07-31,6,"07","Jul"
"5962",5962,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-08-31,49.2,"08","Ago"
"5963",5963,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-09-30,50,"09","Set"
"5964",5964,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-10-31,237,"10","Out"
"5965",5965,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2023,2023-11-30,122,"11","Nov"
"5966",5966,"A506","Montes Claros","Norte de Minas",2012,2012-01-31,134.6,"01","Jan"
"5967",5967,"A506","Montes Claros","Norte de Minas",2012,2012-02-29,5.2,"02","Fev"
"5968",5968,"A506","Montes Claros","Norte de Minas",2012,2012-03-31,39,"03","Mar"
"5969",5969,"A506","Montes Claros","Norte de Minas",2012,2012-04-30,15.2,"04","Abr"
"5970",5970,"A506","Montes Claros","Norte de Minas",2012,2012-05-31,36.8,"05","Mai"
"5971",5971,"A506","Montes Claros","Norte de Minas",2012,2012-06-30,0.8,"06","Jun"
"5972",5972,"A506","Montes Claros","Norte de Minas",2012,2012-07-31,2,"07","Jul"
"5973",5973,"A506","Montes Claros","Norte de Minas",2012,2012-08-31,5,"08","Ago"
"5974",5974,"A506","Montes Claros","Norte de Minas",2012,2012-09-30,9.4,"09","Set"
"5975",5975,"A506","Montes Claros","Norte de Minas",2012,2012-10-31,27.8,"10","Out"
"5976",5976,"A506","Montes Claros","Norte de Minas",2012,2012-11-30,264.6,"11","Nov"
"5977",5977,"A506","Montes Claros","Norte de Minas",2012,2012-12-31,36.2,"12","Dez"
"5978",5978,"A506","Montes Claros","Norte de Minas",2013,2013-01-31,306,"01","Jan"
"5979",5979,"A506","Montes Claros","Norte de Minas",2013,2013-02-28,4,"02","Fev"
"5980",5980,"A506","Montes Claros","Norte de Minas",2013,2013-03-31,62.6,"03","Mar"
"5981",5981,"A506","Montes Claros","Norte de Minas",2013,2013-04-30,79.2,"04","Abr"
"5982",5982,"A506","Montes Claros","Norte de Minas",2013,2013-05-31,0,"05","Mai"
"5983",5983,"A506","Montes Claros","Norte de Minas",2013,2013-06-30,2,"06","Jun"
"5984",5984,"A506","Montes Claros","Norte de Minas",2013,2013-07-31,0,"07","Jul"
"5985",5985,"A506","Montes Claros","Norte de Minas",2013,2013-08-31,0,"08","Ago"
"5986",5986,"A506","Montes Claros","Norte de Minas",2013,2013-09-30,37.2,"09","Set"
"5987",5987,"A506","Montes Claros","Norte de Minas",2013,2013-10-31,69.8,"10","Out"
"5988",5988,"A506","Montes Claros","Norte de Minas",2013,2013-11-30,200.2,"11","Nov"
"5989",5989,"A506","Montes Claros","Norte de Minas",2013,2013-12-31,418.8,"12","Dez"
"5990",5990,"A506","Montes Claros","Norte de Minas",2014,2014-01-31,23.6,"01","Jan"
"5991",5991,"A506","Montes Claros","Norte de Minas",2014,2014-02-28,12.6,"02","Fev"
"5992",5992,"A506","Montes Claros","Norte de Minas",2014,2014-03-31,75.4,"03","Mar"
"5993",5993,"A506","Montes Claros","Norte de Minas",2014,2014-04-30,34.6,"04","Abr"
"5994",5994,"A506","Montes Claros","Norte de Minas",2014,2014-05-31,2,"05","Mai"
"5995",5995,"A506","Montes Claros","Norte de Minas",2014,2014-06-30,1.8,"06","Jun"
"5996",5996,"A506","Montes Claros","Norte de Minas",2014,2014-07-31,0,"07","Jul"
"5997",5997,"A506","Montes Claros","Norte de Minas",2014,2014-08-31,0,"08","Ago"
"5998",5998,"A506","Montes Claros","Norte de Minas",2014,2014-09-30,2.8,"09","Set"
"5999",5999,"A506","Montes Claros","Norte de Minas",2014,2014-10-31,74,"10","Out"
"6000",6000,"A506","Montes Claros","Norte de Minas",2014,2014-11-30,117.2,"11","Nov"
"6001",6001,"A506","Montes Claros","Norte de Minas",2014,2014-12-31,69.4,"12","Dez"
"6002",6002,"A506","Montes Claros","Norte de Minas",2015,2015-01-31,0,"01","Jan"
"6003",6003,"A506","Montes Claros","Norte de Minas",2015,2015-02-28,74.2,"02","Fev"
"6004",6004,"A506","Montes Claros","Norte de Minas",2015,2015-03-31,101.8,"03","Mar"
"6005",6005,"A506","Montes Claros","Norte de Minas",2015,2015-04-30,26.6,"04","Abr"
"6006",6006,"A506","Montes Claros","Norte de Minas",2015,2015-05-31,4.8,"05","Mai"
"6007",6007,"A506","Montes Claros","Norte de Minas",2015,2015-06-30,0,"06","Jun"
"6008",6008,"A506","Montes Claros","Norte de Minas",2015,2015-07-31,0.2,"07","Jul"
"6009",6009,"A506","Montes Claros","Norte de Minas",2015,2015-08-31,1,"08","Ago"
"6010",6010,"A506","Montes Claros","Norte de Minas",2015,2015-09-30,0,"09","Set"
"6011",6011,"A506","Montes Claros","Norte de Minas",2015,2015-10-31,3,"10","Out"
"6012",6012,"A506","Montes Claros","Norte de Minas",2015,2015-11-30,NA,"11","Nov"
"6013",6013,"A506","Montes Claros","Norte de Minas",2015,2015-12-31,66,"12","Dez"
"6014",6014,"A506","Montes Claros","Norte de Minas",2016,2016-01-31,469.8,"01","Jan"
"6015",6015,"A506","Montes Claros","Norte de Minas",2016,2016-02-29,6.4,"02","Fev"
"6016",6016,"A506","Montes Claros","Norte de Minas",2016,2016-03-31,32,"03","Mar"
"6017",6017,"A506","Montes Claros","Norte de Minas",2016,2016-04-30,5.8,"04","Abr"
"6018",6018,"A506","Montes Claros","Norte de Minas",2016,2016-05-31,5.6,"05","Mai"
"6019",6019,"A506","Montes Claros","Norte de Minas",2016,2016-06-30,0.6,"06","Jun"
"6020",6020,"A506","Montes Claros","Norte de Minas",2016,2016-07-31,0,"07","Jul"
"6021",6021,"A506","Montes Claros","Norte de Minas",2016,2016-08-31,0,"08","Ago"
"6022",6022,"A506","Montes Claros","Norte de Minas",2016,2016-09-30,14.2,"09","Set"
"6023",6023,"A506","Montes Claros","Norte de Minas",2016,2016-10-31,102.2,"10","Out"
"6024",6024,"A506","Montes Claros","Norte de Minas",2016,2016-11-30,101.4,"11","Nov"
"6025",6025,"A506","Montes Claros","Norte de Minas",2016,2016-12-31,80.2,"12","Dez"
"6026",6026,"A506","Montes Claros","Norte de Minas",2017,2017-01-31,60.4,"01","Jan"
"6027",6027,"A506","Montes Claros","Norte de Minas",2017,2017-02-28,153,"02","Fev"
"6028",6028,"A506","Montes Claros","Norte de Minas",2017,2017-03-31,93.6,"03","Mar"
"6029",6029,"A506","Montes Claros","Norte de Minas",2017,2017-04-30,1,"04","Abr"
"6030",6030,"A506","Montes Claros","Norte de Minas",2017,2017-05-31,16,"05","Mai"
"6031",6031,"A506","Montes Claros","Norte de Minas",2017,2017-06-30,0,"06","Jun"
"6032",6032,"A506","Montes Claros","Norte de Minas",2017,2017-07-31,0.4,"07","Jul"
"6033",6033,"A506","Montes Claros","Norte de Minas",2017,2017-08-31,0,"08","Ago"
"6034",6034,"A506","Montes Claros","Norte de Minas",2017,2017-09-30,0,"09","Set"
"6035",6035,"A506","Montes Claros","Norte de Minas",2017,2017-10-31,23.6,"10","Out"
"6036",6036,"A506","Montes Claros","Norte de Minas",2017,2017-11-30,55.8,"11","Nov"
"6037",6037,"A506","Montes Claros","Norte de Minas",2017,2017-12-31,251,"12","Dez"
"6038",6038,"A506","Montes Claros","Norte de Minas",2018,2018-01-31,NA,"01","Jan"
"6039",6039,"A506","Montes Claros","Norte de Minas",2018,2018-02-28,319.6,"02","Fev"
"6040",6040,"A506","Montes Claros","Norte de Minas",2018,2018-03-31,106.4,"03","Mar"
"6041",6041,"A506","Montes Claros","Norte de Minas",2018,2018-04-30,39.4,"04","Abr"
"6042",6042,"A506","Montes Claros","Norte de Minas",2018,2018-05-31,11.8,"05","Mai"
"6043",6043,"A506","Montes Claros","Norte de Minas",2018,2018-06-30,0,"06","Jun"
"6044",6044,"A506","Montes Claros","Norte de Minas",2018,2018-07-31,0,"07","Jul"
"6045",6045,"A506","Montes Claros","Norte de Minas",2018,2018-08-31,1.8,"08","Ago"
"6046",6046,"A506","Montes Claros","Norte de Minas",2018,2018-09-30,1.4,"09","Set"
"6047",6047,"A506","Montes Claros","Norte de Minas",2018,2018-10-31,108.4,"10","Out"
"6048",6048,"A506","Montes Claros","Norte de Minas",2018,2018-11-30,119.6,"11","Nov"
"6049",6049,"A506","Montes Claros","Norte de Minas",2018,2018-12-31,165.6,"12","Dez"
"6050",6050,"A506","Montes Claros","Norte de Minas",2019,2019-01-31,0,"01","Jan"
"6051",6051,"A506","Montes Claros","Norte de Minas",2019,2019-02-28,84.2,"02","Fev"
"6052",6052,"A506","Montes Claros","Norte de Minas",2019,2019-03-31,187.2,"03","Mar"
"6053",6053,"A506","Montes Claros","Norte de Minas",2019,2019-04-30,39.4,"04","Abr"
"6054",6054,"A506","Montes Claros","Norte de Minas",2019,2019-05-31,7.6,"05","Mai"
"6055",6055,"A506","Montes Claros","Norte de Minas",2019,2019-06-30,0,"06","Jun"
"6056",6056,"A506","Montes Claros","Norte de Minas",2019,2019-07-31,0,"07","Jul"
"6057",6057,"A506","Montes Claros","Norte de Minas",2019,2019-08-31,0.6,"08","Ago"
"6058",6058,"A506","Montes Claros","Norte de Minas",2019,2019-09-30,38,"09","Set"
"6059",6059,"A506","Montes Claros","Norte de Minas",2019,2019-10-31,54,"10","Out"
"6060",6060,"A506","Montes Claros","Norte de Minas",2019,2019-11-30,113.2,"11","Nov"
"6061",6061,"A506","Montes Claros","Norte de Minas",2019,2019-12-31,136.4,"12","Dez"
"6062",6062,"A506","Montes Claros","Norte de Minas",2020,2020-01-31,298.8,"01","Jan"
"6063",6063,"A506","Montes Claros","Norte de Minas",2020,2020-02-29,64.8,"02","Fev"
"6064",6064,"A506","Montes Claros","Norte de Minas",2020,2020-03-31,186.4,"03","Mar"
"6065",6065,"A506","Montes Claros","Norte de Minas",2020,2020-04-30,27.4,"04","Abr"
"6066",6066,"A506","Montes Claros","Norte de Minas",2020,2020-05-31,43.6,"05","Mai"
"6067",6067,"A506","Montes Claros","Norte de Minas",2020,2020-06-30,0.8,"06","Jun"
"6068",6068,"A506","Montes Claros","Norte de Minas",2020,2020-07-31,0.2,"07","Jul"
"6069",6069,"A506","Montes Claros","Norte de Minas",2020,2020-08-31,0,"08","Ago"
"6070",6070,"A506","Montes Claros","Norte de Minas",2020,2020-09-30,2,"09","Set"
"6071",6071,"A506","Montes Claros","Norte de Minas",2020,2020-10-31,151.4,"10","Out"
"6072",6072,"A506","Montes Claros","Norte de Minas",2020,2020-11-30,160.8,"11","Nov"
"6073",6073,"A506","Montes Claros","Norte de Minas",2020,2020-12-31,89,"12","Dez"
"6074",6074,"A506","Montes Claros","Norte de Minas",2021,2021-01-31,28,"01","Jan"
"6075",6075,"A506","Montes Claros","Norte de Minas",2021,2021-02-28,116.2,"02","Fev"
"6076",6076,"A506","Montes Claros","Norte de Minas",2021,2021-03-31,NA,"03","Mar"
"6077",6077,"A506","Montes Claros","Norte de Minas",2021,2021-04-30,NA,"04","Abr"
"6078",6078,"A506","Montes Claros","Norte de Minas",2021,2021-05-31,NA,"05","Mai"
"6079",6079,"A506","Montes Claros","Norte de Minas",2021,2021-06-30,NA,"06","Jun"
"6080",6080,"A506","Montes Claros","Norte de Minas",2021,2021-07-31,NA,"07","Jul"
"6081",6081,"A506","Montes Claros","Norte de Minas",2021,2021-08-31,NA,"08","Ago"
"6082",6082,"A506","Montes Claros","Norte de Minas",2021,2021-09-30,NA,"09","Set"
"6083",6083,"A506","Montes Claros","Norte de Minas",2021,2021-10-31,NA,"10","Out"
"6084",6084,"A506","Montes Claros","Norte de Minas",2021,2021-11-30,NA,"11","Nov"
"6085",6085,"A506","Montes Claros","Norte de Minas",2021,2021-12-31,334.8,"12","Dez"
"6086",6086,"A506","Montes Claros","Norte de Minas",2022,2022-01-31,166.2,"01","Jan"
"6087",6087,"A506","Montes Claros","Norte de Minas",2022,2022-02-28,141.8,"02","Fev"
"6088",6088,"A506","Montes Claros","Norte de Minas",2022,2022-03-31,1.2,"03","Mar"
"6089",6089,"A506","Montes Claros","Norte de Minas",2022,2022-04-30,66.4,"04","Abr"
"6090",6090,"A506","Montes Claros","Norte de Minas",2022,2022-05-31,3.8,"05","Mai"
"6091",6091,"A506","Montes Claros","Norte de Minas",2022,2022-06-30,0,"06","Jun"
"6092",6092,"A506","Montes Claros","Norte de Minas",2022,2022-07-31,0,"07","Jul"
"6093",6093,"A506","Montes Claros","Norte de Minas",2022,2022-08-31,0,"08","Ago"
"6094",6094,"A506","Montes Claros","Norte de Minas",2022,2022-09-30,4.6,"09","Set"
"6095",6095,"A506","Montes Claros","Norte de Minas",2022,2022-10-31,33.6,"10","Out"
"6096",6096,"A506","Montes Claros","Norte de Minas",2022,2022-11-30,266,"11","Nov"
"6097",6097,"A506","Montes Claros","Norte de Minas",2022,2022-12-31,271.8,"12","Dez"
"6098",6098,"A506","Montes Claros","Norte de Minas",2023,2023-01-31,314,"01","Jan"
"6099",6099,"A506","Montes Claros","Norte de Minas",2023,2023-02-28,2.6,"02","Fev"
"6100",6100,"A506","Montes Claros","Norte de Minas",2023,2023-03-31,0,"03","Mar"
"6101",6101,"A506","Montes Claros","Norte de Minas",2023,2023-04-30,59.4,"04","Abr"
"6102",6102,"A506","Montes Claros","Norte de Minas",2023,2023-05-31,0,"05","Mai"
"6103",6103,"A506","Montes Claros","Norte de Minas",2023,2023-06-30,0.2,"06","Jun"
"6104",6104,"A506","Montes Claros","Norte de Minas",2023,2023-07-31,6.2,"07","Jul"
"6105",6105,"A506","Montes Claros","Norte de Minas",2023,2023-08-31,20.8,"08","Ago"
"6106",6106,"A506","Montes Claros","Norte de Minas",2023,2023-09-30,7,"09","Set"
"6107",6107,"A506","Montes Claros","Norte de Minas",2023,2023-10-31,183,"10","Out"
"6108",6108,"A506","Montes Claros","Norte de Minas",2023,2023-11-30,146.4,"11","Nov"
"6109",6109,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-01-31,287,"01","Jan"
"6110",6110,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-02-29,168.4,"02","Fev"
"6111",6111,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-03-31,206.8,"03","Mar"
"6112",6112,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-04-30,144.4,"04","Abr"
"6113",6113,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-05-31,55.4,"05","Mai"
"6114",6114,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-06-30,45.4,"06","Jun"
"6115",6115,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-07-31,19.6,"07","Jul"
"6116",6116,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-08-31,0,"08","Ago"
"6117",6117,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-09-30,31,"09","Set"
"6118",6118,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-10-31,72.2,"10","Out"
"6119",6119,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-11-30,257.6,"11","Nov"
"6120",6120,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2012,2012-12-31,175.2,"12","Dez"
"6121",6121,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-01-31,312.4,"01","Jan"
"6122",6122,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-02-28,234.4,"02","Fev"
"6123",6123,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-03-31,194.4,"03","Mar"
"6124",6124,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-04-30,117.8,"04","Abr"
"6125",6125,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-05-31,155.6,"05","Mai"
"6126",6126,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-06-30,9.6,"06","Jun"
"6127",6127,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-07-31,0.4,"07","Jul"
"6128",6128,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-08-31,7,"08","Ago"
"6129",6129,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-09-30,17.4,"09","Set"
"6130",6130,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-10-31,159.4,"10","Out"
"6131",6131,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-11-30,123.6,"11","Nov"
"6132",6132,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2013,2013-12-31,368.4,"12","Dez"
"6133",6133,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-01-31,123.2,"01","Jan"
"6134",6134,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-02-28,104.6,"02","Fev"
"6135",6135,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-03-31,118.6,"03","Mar"
"6136",6136,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-04-30,116.2,"04","Abr"
"6137",6137,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-05-31,14.6,"05","Mai"
"6138",6138,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-06-30,0.4,"06","Jun"
"6139",6139,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-07-31,74.8,"07","Jul"
"6140",6140,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-08-31,2,"08","Ago"
"6141",6141,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-09-30,19,"09","Set"
"6142",6142,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-10-31,38.4,"10","Out"
"6143",6143,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-11-30,337.4,"11","Nov"
"6144",6144,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2014,2014-12-31,188.2,"12","Dez"
"6145",6145,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-01-31,135.6,"01","Jan"
"6146",6146,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-02-28,191.8,"02","Fev"
"6147",6147,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-03-31,293.6,"03","Mar"
"6148",6148,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-04-30,140.6,"04","Abr"
"6149",6149,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-05-31,49,"05","Mai"
"6150",6150,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-06-30,25.4,"06","Jun"
"6151",6151,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-07-31,8.2,"07","Jul"
"6152",6152,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-08-31,0,"08","Ago"
"6153",6153,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-09-30,46.2,"09","Set"
"6154",6154,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-10-31,81.8,"10","Out"
"6155",6155,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-11-30,302,"11","Nov"
"6156",6156,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2015,2015-12-31,229.8,"12","Dez"
"6157",6157,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-01-31,444,"01","Jan"
"6158",6158,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-02-29,123,"02","Fev"
"6159",6159,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-03-31,265.2,"03","Mar"
"6160",6160,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-04-30,12.4,"04","Abr"
"6161",6161,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-05-31,40.6,"05","Mai"
"6162",6162,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-06-30,64.8,"06","Jun"
"6163",6163,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-07-31,0,"07","Jul"
"6164",6164,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-08-31,45.2,"08","Ago"
"6165",6165,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-09-30,4.8,"09","Set"
"6166",6166,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-10-31,160.6,"10","Out"
"6167",6167,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-11-30,254.8,"11","Nov"
"6168",6168,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2016,2016-12-31,283.8,"12","Dez"
"6169",6169,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2017,2017-01-31,227.4,"01","Jan"
"6170",6170,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2017,2017-02-28,212.2,"02","Fev"
"6171",6171,"A507","Uberlândia","Triângulo Mineiro / Alto Paranaíba",2017,2017-03-31,150.4,"03","Mar"
