"","N","Código","Municipio","Mesorregião","Ano","Data","Precipitação mensal (mm)","M","Mes"
"5681",5681,"A502","Barbacena","Campo das Vertentes",2012,2012-02-29,97.6,"02","Fev"
"5682",5682,"A502","Barbacena","Campo das Vertentes",2012,2012-03-31,217.2,"03","Mar"
"5683",5683,"A502","Barbacena","Campo das Vertentes",2012,2012-04-30,44.8,"04","Abr"
"5684",5684,"A502","Barbacena","Campo das Vertentes",2012,2012-05-31,100.4,"05","Mai"
"5685",5685,"A502","Barbacena","Campo das Vertentes",2012,2012-06-30,55.4,"06","Jun"
"5686",5686,"A502","Barbacena","Campo das Vertentes",2012,2012-07-31,5,"07","Jul"
"5687",5687,"A502","Barbacena","Campo das Vertentes",2012,2012-08-31,NA,"08","Ago"
"5688",5688,"A502","Barbacena","Campo das Vertentes",2012,2012-09-30,NA,"09","Set"
"5689",5689,"A502","Barbacena","Campo das Vertentes",2012,2012-10-31,NA,"10","Out"
"5690",5690,"A502","Barbacena","Campo das Vertentes",2012,2012-11-30,208.8,"11","Nov"
"5691",5691,"A502","Barbacena","Campo das Vertentes",2012,2012-12-31,176.8,"12","Dez"
"5692",5692,"A502","Barbacena","Campo das Vertentes",2013,2013-01-31,439.8,"01","Jan"
"5693",5693,"A502","Barbacena","Campo das Vertentes",2013,2013-02-28,87.2,"02","Fev"
"5694",5694,"A502","Barbacena","Campo das Vertentes",2013,2013-03-31,174.6,"03","Mar"
"5695",5695,"A502","Barbacena","Campo das Vertentes",2013,2013-04-30,57.6,"04","Abr"
"5696",5696,"A502","Barbacena","Campo das Vertentes",2013,2013-05-31,64.2,"05","Mai"
"5697",5697,"A502","Barbacena","Campo das Vertentes",2013,2013-06-30,26.2,"06","Jun"
"5698",5698,"A502","Barbacena","Campo das Vertentes",2013,2013-07-31,16,"07","Jul"
"5699",5699,"A502","Barbacena","Campo das Vertentes",2013,2013-08-31,9.8,"08","Ago"
"5700",5700,"A502","Barbacena","Campo das Vertentes",2013,2013-09-30,73,"09","Set"
"5701",5701,"A502","Barbacena","Campo das Vertentes",2013,2013-10-31,130.8,"10","Out"
"5702",5702,"A502","Barbacena","Campo das Vertentes",2013,2013-11-30,188.8,"11","Nov"
"5703",5703,"A502","Barbacena","Campo das Vertentes",2013,2013-12-31,NA,"12","Dez"
"5704",5704,"A502","Barbacena","Campo das Vertentes",2014,2014-01-31,169.6,"01","Jan"
"5705",5705,"A502","Barbacena","Campo das Vertentes",2014,2014-02-28,34.8,"02","Fev"
"5706",5706,"A502","Barbacena","Campo das Vertentes",2014,2014-03-31,147.4,"03","Mar"
"5707",5707,"A502","Barbacena","Campo das Vertentes",2014,2014-04-30,127.4,"04","Abr"
"5708",5708,"A502","Barbacena","Campo das Vertentes",2014,2014-05-31,22.2,"05","Mai"
"5709",5709,"A502","Barbacena","Campo das Vertentes",2014,2014-06-30,12.6,"06","Jun"
"5710",5710,"A502","Barbacena","Campo das Vertentes",2014,2014-07-31,36.6,"07","Jul"
"5711",5711,"A502","Barbacena","Campo das Vertentes",2014,2014-08-31,60,"08","Ago"
"5712",5712,"A502","Barbacena","Campo das Vertentes",2014,2014-09-30,20.8,"09","Set"
"5713",5713,"A502","Barbacena","Campo das Vertentes",2014,2014-10-31,NA,"10","Out"
"5714",5714,"A502","Barbacena","Campo das Vertentes",2014,2014-11-30,NA,"11","Nov"
"5715",5715,"A502","Barbacena","Campo das Vertentes",2014,2014-12-31,117.2,"12","Dez"
"5716",5716,"A502","Barbacena","Campo das Vertentes",2015,2015-01-31,119.8,"01","Jan"
"5717",5717,"A502","Barbacena","Campo das Vertentes",2015,2015-02-28,124.6,"02","Fev"
"5718",5718,"A502","Barbacena","Campo das Vertentes",2015,2015-03-31,163.8,"03","Mar"
"5719",5719,"A502","Barbacena","Campo das Vertentes",2015,2015-04-30,38.8,"04","Abr"
"5720",5720,"A502","Barbacena","Campo das Vertentes",2015,2015-05-31,58,"05","Mai"
"5721",5721,"A502","Barbacena","Campo das Vertentes",2015,2015-06-30,16.8,"06","Jun"
"5722",5722,"A502","Barbacena","Campo das Vertentes",2015,2015-07-31,7.6,"07","Jul"
"5723",5723,"A502","Barbacena","Campo das Vertentes",2015,2015-08-31,15.4,"08","Ago"
"5724",5724,"A502","Barbacena","Campo das Vertentes",2015,2015-09-30,128.4,"09","Set"
"5725",5725,"A502","Barbacena","Campo das Vertentes",2015,2015-10-31,67.6,"10","Out"
"5726",5726,"A502","Barbacena","Campo das Vertentes",2015,2015-11-30,198.2,"11","Nov"
"5727",5727,"A502","Barbacena","Campo das Vertentes",2015,2015-12-31,294.2,"12","Dez"
"5728",5728,"A502","Barbacena","Campo das Vertentes",2016,2016-01-31,406.2,"01","Jan"
"5729",5729,"A502","Barbacena","Campo das Vertentes",2016,2016-02-29,236.2,"02","Fev"
"5730",5730,"A502","Barbacena","Campo das Vertentes",2016,2016-03-31,178.2,"03","Mar"
"5731",5731,"A502","Barbacena","Campo das Vertentes",2016,2016-04-30,32,"04","Abr"
"5732",5732,"A502","Barbacena","Campo das Vertentes",2016,2016-05-31,25.8,"05","Mai"
"5733",5733,"A502","Barbacena","Campo das Vertentes",2016,2016-06-30,40.8,"06","Jun"
"5734",5734,"A502","Barbacena","Campo das Vertentes",2016,2016-07-31,0.4,"07","Jul"
"5735",5735,"A502","Barbacena","Campo das Vertentes",2016,2016-08-31,14.4,"08","Ago"
"5736",5736,"A502","Barbacena","Campo das Vertentes",2016,2016-09-30,79,"09","Set"
"5737",5737,"A502","Barbacena","Campo das Vertentes",2016,2016-10-31,43,"10","Out"
"5738",5738,"A502","Barbacena","Campo das Vertentes",2016,2016-11-30,391,"11","Nov"
"5739",5739,"A502","Barbacena","Campo das Vertentes",2016,2016-12-31,144,"12","Dez"
"5740",5740,"A502","Barbacena","Campo das Vertentes",2017,2017-01-31,104.2,"01","Jan"
"5741",5741,"A502","Barbacena","Campo das Vertentes",2017,2017-02-28,257,"02","Fev"
"5742",5742,"A502","Barbacena","Campo das Vertentes",2017,2017-03-31,100.2,"03","Mar"
"5743",5743,"A502","Barbacena","Campo das Vertentes",2017,2017-04-30,55.4,"04","Abr"
"5744",5744,"A502","Barbacena","Campo das Vertentes",2017,2017-05-31,92.2,"05","Mai"
"5745",5745,"A502","Barbacena","Campo das Vertentes",2017,2017-06-30,31,"06","Jun"
"5746",5746,"A502","Barbacena","Campo das Vertentes",2017,2017-07-31,9.8,"07","Jul"
"5747",5747,"A502","Barbacena","Campo das Vertentes",2017,2017-08-31,0.8,"08","Ago"
"5748",5748,"A502","Barbacena","Campo das Vertentes",2017,2017-09-30,5,"09","Set"
"5749",5749,"A502","Barbacena","Campo das Vertentes",2017,2017-10-31,108.2,"10","Out"
"5750",5750,"A502","Barbacena","Campo das Vertentes",2017,2017-11-30,153.4,"11","Nov"
"5751",5751,"A502","Barbacena","Campo das Vertentes",2017,2017-12-31,309,"12","Dez"
"5752",5752,"A502","Barbacena","Campo das Vertentes",2018,2018-01-31,266.4,"01","Jan"
"5753",5753,"A502","Barbacena","Campo das Vertentes",2018,2018-02-28,135.2,"02","Fev"
"5754",5754,"A502","Barbacena","Campo das Vertentes",2018,2018-03-31,178.2,"03","Mar"
"5755",5755,"A502","Barbacena","Campo das Vertentes",2018,2018-04-30,63.2,"04","Abr"
"5756",5756,"A502","Barbacena","Campo das Vertentes",2018,2018-05-31,10.6,"05","Mai"
"5757",5757,"A502","Barbacena","Campo das Vertentes",2018,2018-06-30,11.4,"06","Jun"
"5758",5758,"A502","Barbacena","Campo das Vertentes",2018,2018-07-31,3.4,"07","Jul"
"5759",5759,"A502","Barbacena","Campo das Vertentes",2018,2018-08-31,103,"08","Ago"
"5760",5760,"A502","Barbacena","Campo das Vertentes",2018,2018-09-30,81.2,"09","Set"
"5761",5761,"A502","Barbacena","Campo das Vertentes",2018,2018-10-31,255.6,"10","Out"
"5762",5762,"A502","Barbacena","Campo das Vertentes",2018,2018-11-30,234,"11","Nov"
"5763",5763,"A502","Barbacena","Campo das Vertentes",2018,2018-12-31,265.2,"12","Dez"
"5764",5764,"A502","Barbacena","Campo das Vertentes",2019,2019-01-31,91.2,"01","Jan"
"5765",5765,"A502","Barbacena","Campo das Vertentes",2019,2019-02-28,303.4,"02","Fev"
"5766",5766,"A502","Barbacena","Campo das Vertentes",2019,2019-03-31,184.2,"03","Mar"
"5767",5767,"A502","Barbacena","Campo das Vertentes",2019,2019-04-30,42,"04","Abr"
"5768",5768,"A502","Barbacena","Campo das Vertentes",2019,2019-05-31,27.4,"05","Mai"
"5769",5769,"A502","Barbacena","Campo das Vertentes",2019,2019-06-30,12.2,"06","Jun"
"5770",5770,"A502","Barbacena","Campo das Vertentes",2019,2019-07-31,0.8,"07","Jul"
"5771",5771,"A502","Barbacena","Campo das Vertentes",2019,2019-08-31,7.6,"08","Ago"
"5772",5772,"A502","Barbacena","Campo das Vertentes",2019,2019-09-30,70.4,"09","Set"
"5773",5773,"A502","Barbacena","Campo das Vertentes",2019,2019-10-31,101.6,"10","Out"
"5774",5774,"A502","Barbacena","Campo das Vertentes",2019,2019-11-30,292.6,"11","Nov"
"5775",5775,"A502","Barbacena","Campo das Vertentes",2019,2019-12-31,249.2,"12","Dez"
"5776",5776,"A502","Barbacena","Campo das Vertentes",2020,2020-01-31,224.6,"01","Jan"
"5777",5777,"A502","Barbacena","Campo das Vertentes",2020,2020-02-29,334,"02","Fev"
"5778",5778,"A502","Barbacena","Campo das Vertentes",2020,2020-03-31,232.6,"03","Mar"
"5779",5779,"A502","Barbacena","Campo das Vertentes",2020,2020-04-30,46.8,"04","Abr"
"5780",5780,"A502","Barbacena","Campo das Vertentes",2020,2020-05-31,24.2,"05","Mai"
"5781",5781,"A502","Barbacena","Campo das Vertentes",2020,2020-06-30,5.4,"06","Jun"
"5782",5782,"A502","Barbacena","Campo das Vertentes",2020,2020-07-31,4.6,"07","Jul"
"5783",5783,"A502","Barbacena","Campo das Vertentes",2020,2020-08-31,19.8,"08","Ago"
"5784",5784,"A502","Barbacena","Campo das Vertentes",2020,2020-09-30,29.8,"09","Set"
"5785",5785,"A502","Barbacena","Campo das Vertentes",2020,2020-10-31,93.2,"10","Out"
"5786",5786,"A502","Barbacena","Campo das Vertentes",2020,2020-11-30,158.2,"11","Nov"
"5787",5787,"A502","Barbacena","Campo das Vertentes",2020,2020-12-31,339.6,"12","Dez"
"5788",5788,"A502","Barbacena","Campo das Vertentes",2021,2021-01-31,183,"01","Jan"
"5789",5789,"A502","Barbacena","Campo das Vertentes",2021,2021-02-28,251.8,"02","Fev"
"5790",5790,"A502","Barbacena","Campo das Vertentes",2021,2021-03-31,115.8,"03","Mar"
"5791",5791,"A502","Barbacena","Campo das Vertentes",2021,2021-04-30,52,"04","Abr"
"5792",5792,"A502","Barbacena","Campo das Vertentes",2021,2021-05-31,NA,"05","Mai"
"5793",5793,"A502","Barbacena","Campo das Vertentes",2021,2021-06-30,10.8,"06","Jun"
"5794",5794,"A502","Barbacena","Campo das Vertentes",2021,2021-07-31,1,"07","Jul"
"5795",5795,"A502","Barbacena","Campo das Vertentes",2021,2021-08-31,16.4,"08","Ago"
"5796",5796,"A502","Barbacena","Campo das Vertentes",2021,2021-09-30,66.6,"09","Set"
"5797",5797,"A502","Barbacena","Campo das Vertentes",2021,2021-10-31,262.6,"10","Out"
"5798",5798,"A502","Barbacena","Campo das Vertentes",2021,2021-11-30,132,"11","Nov"
"5799",5799,"A502","Barbacena","Campo das Vertentes",2021,2021-12-31,278.2,"12","Dez"
"5800",5800,"A502","Barbacena","Campo das Vertentes",2022,2022-01-31,362.2,"01","Jan"
"5801",5801,"A502","Barbacena","Campo das Vertentes",2022,2022-02-28,301.8,"02","Fev"
"5802",5802,"A502","Barbacena","Campo das Vertentes",2022,2022-03-31,64.2,"03","Mar"
"5803",5803,"A502","Barbacena","Campo das Vertentes",2022,2022-04-30,70,"04","Abr"
"5804",5804,"A502","Barbacena","Campo das Vertentes",2022,2022-05-31,17.4,"05","Mai"
"5805",5805,"A502","Barbacena","Campo das Vertentes",2022,2022-06-30,3.8,"06","Jun"
"5806",5806,"A502","Barbacena","Campo das Vertentes",2022,2022-07-31,0.2,"07","Jul"
"5807",5807,"A502","Barbacena","Campo das Vertentes",2022,2022-08-31,14.2,"08","Ago"
"5808",5808,"A502","Barbacena","Campo das Vertentes",2022,2022-09-30,78,"09","Set"
"5809",5809,"A502","Barbacena","Campo das Vertentes",2022,2022-10-31,182.2,"10","Out"
"5810",5810,"A502","Barbacena","Campo das Vertentes",2022,2022-11-30,384.6,"11","Nov"
"5811",5811,"A502","Barbacena","Campo das Vertentes",2022,2022-12-31,309.4,"12","Dez"
"5812",5812,"A502","Barbacena","Campo das Vertentes",2023,2023-01-31,523.6,"01","Jan"
"5813",5813,"A502","Barbacena","Campo das Vertentes",2023,2023-02-28,NA,"02","Fev"
"5814",5814,"A502","Barbacena","Campo das Vertentes",2023,2023-03-31,80.8,"03","Mar"
"5815",5815,"A502","Barbacena","Campo das Vertentes",2023,2023-04-30,160.4,"04","Abr"
"5816",5816,"A502","Barbacena","Campo das Vertentes",2023,2023-05-31,4,"05","Mai"
"5817",5817,"A502","Barbacena","Campo das Vertentes",2023,2023-06-30,NA,"06","Jun"
"5818",5818,"A502","Barbacena","Campo das Vertentes",2023,2023-07-31,10.2,"07","Jul"
"5819",5819,"A502","Barbacena","Campo das Vertentes",2023,2023-08-31,51.6,"08","Ago"
"5820",5820,"A502","Barbacena","Campo das Vertentes",2023,2023-09-30,14.8,"09","Set"
"5821",5821,"A502","Barbacena","Campo das Vertentes",2023,2023-10-31,239,"10","Out"
"5822",5822,"A502","Barbacena","Campo das Vertentes",2023,2023-11-30,139.4,"11","Nov"
"5823",5823,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-01-31,532.2,"01","Jan"
"5824",5824,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-02-29,110.8,"02","Fev"
"5825",5825,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-03-31,142,"03","Mar"
"5826",5826,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-04-30,NA,"04","Abr"
"5827",5827,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-05-31,54.6,"05","Mai"
"5828",5828,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-06-30,73.6,"06","Jun"
"5829",5829,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-07-31,4.2,"07","Jul"
"5830",5830,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-08-31,0,"08","Ago"
"5831",5831,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-09-30,40.4,"09","Set"
"5832",5832,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-10-31,77.2,"10","Out"
"5833",5833,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-11-30,125.2,"11","Nov"
"5834",5834,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2012,2012-12-31,128,"12","Dez"
"5835",5835,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-01-31,305.2,"01","Jan"
"5836",5836,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-02-28,109.2,"02","Fev"
"5837",5837,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-03-31,276,"03","Mar"
"5838",5838,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-04-30,78.2,"04","Abr"
"5839",5839,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-05-31,85.4,"05","Mai"
"5840",5840,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-06-30,12.6,"06","Jun"
"5841",5841,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-07-31,0,"07","Jul"
"5842",5842,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-08-31,15,"08","Ago"
"5843",5843,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-09-30,32.8,"09","Set"
"5844",5844,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-10-31,188.6,"10","Out"
"5845",5845,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-11-30,145,"11","Nov"
"5846",5846,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2013,2013-12-31,NA,"12","Dez"
"5847",5847,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-01-31,NA,"01","Jan"
"5848",5848,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-02-28,56.6,"02","Fev"
"5849",5849,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-03-31,239.8,"03","Mar"
"5850",5850,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-04-30,208.6,"04","Abr"
"5851",5851,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-05-31,18.2,"05","Mai"
"5852",5852,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-06-30,4,"06","Jun"
"5853",5853,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-07-31,85.8,"07","Jul"
"5854",5854,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-08-31,0,"08","Ago"
"5855",5855,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-09-30,9.2,"09","Set"
"5856",5856,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-10-31,102.4,"10","Out"
"5857",5857,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-11-30,354,"11","Nov"
"5858",5858,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2014,2014-12-31,221,"12","Dez"
"5859",5859,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-01-31,54.2,"01","Jan"
"5860",5860,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-02-28,370.2,"02","Fev"
"5861",5861,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-03-31,333.4,"03","Mar"
"5862",5862,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-04-30,115.8,"04","Abr"
"5863",5863,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-05-31,101.2,"05","Mai"
"5864",5864,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-06-30,67.4,"06","Jun"
"5865",5865,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-07-31,8.4,"07","Jul"
"5866",5866,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-08-31,0,"08","Ago"
"5867",5867,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-09-30,89,"09","Set"
"5868",5868,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-10-31,26.6,"10","Out"
"5869",5869,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-11-30,178.4,"11","Nov"
"5870",5870,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2015,2015-12-31,NA,"12","Dez"
"5871",5871,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-01-31,415.8,"01","Jan"
"5872",5872,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-02-29,127.2,"02","Fev"
"5873",5873,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-03-31,258.8,"03","Mar"
"5874",5874,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-04-30,4.6,"04","Abr"
"5875",5875,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-05-31,2.4,"05","Mai"
"5876",5876,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-06-30,46.6,"06","Jun"
"5877",5877,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-07-31,0,"07","Jul"
"5878",5878,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-08-31,19.4,"08","Ago"
"5879",5879,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-09-30,14,"09","Set"
"5880",5880,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-10-31,141.6,"10","Out"
"5881",5881,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-11-30,156.4,"11","Nov"
"5882",5882,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2016,2016-12-31,234.2,"12","Dez"
"5883",5883,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-01-31,245.2,"01","Jan"
"5884",5884,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-02-28,185,"02","Fev"
"5885",5885,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-03-31,122.2,"03","Mar"
"5886",5886,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-04-30,53.8,"04","Abr"
"5887",5887,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-05-31,90.8,"05","Mai"
"5888",5888,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-06-30,13.4,"06","Jun"
"5889",5889,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-07-31,0,"07","Jul"
"5890",5890,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-08-31,0,"08","Ago"
"5891",5891,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-09-30,28.6,"09","Set"
"5892",5892,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-10-31,NA,"10","Out"
"5893",5893,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-11-30,300,"11","Nov"
"5894",5894,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2017,2017-12-31,212.2,"12","Dez"
"5895",5895,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-01-31,181.4,"01","Jan"
"5896",5896,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-02-28,261.2,"02","Fev"
"5897",5897,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-03-31,76,"03","Mar"
"5898",5898,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-04-30,154,"04","Abr"
"5899",5899,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-05-31,20.6,"05","Mai"
"5900",5900,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-06-30,0,"06","Jun"
"5901",5901,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-07-31,0,"07","Jul"
"5902",5902,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-08-31,20.4,"08","Ago"
"5903",5903,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-09-30,85.8,"09","Set"
"5904",5904,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-10-31,203.6,"10","Out"
"5905",5905,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-11-30,448.6,"11","Nov"
"5906",5906,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2018,2018-12-31,215.2,"12","Dez"
"5907",5907,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-01-31,160.8,"01","Jan"
"5908",5908,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-02-28,363.2,"02","Fev"
"5909",5909,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-03-31,137.4,"03","Mar"
"5910",5910,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-04-30,98,"04","Abr"
"5911",5911,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-05-31,35.4,"05","Mai"
"5912",5912,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-06-30,0,"06","Jun"
"5913",5913,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-07-31,1.6,"07","Jul"
"5914",5914,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-08-31,11.8,"08","Ago"
"5915",5915,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-09-30,2,"09","Set"
"5916",5916,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-10-31,89.8,"10","Out"
"5917",5917,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-11-30,165.6,"11","Nov"
"5918",5918,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2019,2019-12-31,218.8,"12","Dez"
"5919",5919,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-01-31,308.6,"01","Jan"
"5920",5920,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-02-29,479.8,"02","Fev"
"5921",5921,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-03-31,209.8,"03","Mar"
"5922",5922,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-04-30,30.4,"04","Abr"
"5923",5923,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-05-31,59.4,"05","Mai"
"5924",5924,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-06-30,3,"06","Jun"
"5925",5925,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-07-31,0,"07","Jul"
"5926",5926,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-08-31,2.6,"08","Ago"
"5927",5927,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-09-30,12.8,"09","Set"
"5928",5928,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-10-31,93.4,"10","Out"
"5929",5929,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-11-30,134.8,"11","Nov"
"5930",5930,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2020,2020-12-31,263.2,"12","Dez"
"5931",5931,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-01-31,125.4,"01","Jan"
"5932",5932,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-02-28,235.2,"02","Fev"
"5933",5933,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-03-31,120.2,"03","Mar"
"5934",5934,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-04-30,12.4,"04","Abr"
"5935",5935,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-05-31,21.8,"05","Mai"
"5936",5936,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-06-30,19.4,"06","Jun"
"5937",5937,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-07-31,0,"07","Jul"
"5938",5938,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-08-31,1,"08","Ago"
"5939",5939,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-09-30,19.2,"09","Set"
"5940",5940,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-10-31,237.4,"10","Out"
"5941",5941,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-11-30,71.4,"11","Nov"
"5942",5942,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2021,2021-12-31,NA,"12","Dez"
"5943",5943,"A505","Araxá","Triângulo Mineiro / Alto Paranaíba",2022,2022-01-31,NA,"01","Jan"
